ID,Primary Axis Total Low Limit,Primary Axis Total High Limit,Secondary Axis Total Low Limit,Secondary Axis Total High Limit,Elevation X Low Limit,Elevation X High Limit,Elevation Y Low Limit,Elevation Y High Limit,Elevation Z Low Limit,Elevation Z High Limit,Azimuth X Low Limit,Azimuth X High Limit,Azimuth Y Low Limit,Azimuth Y High Limit,Azimuth Z Low Limit,Azimuth Z High Limit,Temperature X Low Limit,Temperature X High Limit,Temperature Y Low Limit,Temperature Y High Limit,Temperature Z Low Limit,Temperature Z High Limit,Hardpoint Offloading X Low Limit,Hardpoint Offloading X High Limit,Hardpoint Offloading Y Low Limit,Hardpoint Offloading Y High Limit,Hardpoint Offloading Z Low Limit,Hardpoint Offloading Z High Limit,Dynamic X Low Limit,Dynamic X High Limit,Dynamic Y Low Limit,Dynamic Y High Limit,Dynamic Z Low Limit,Dynamic Z High Limit,AOS Z Low Limit,AOS Z High Limit,Aberration Z Low Limit,Aberration Z High Limit,Offset X Low Limit,Offset X High Limit,Offset Y Low Limit,Offset Y High Limit,Offset Z Low Limit,Offset Z High Limit,Static X Low Limit,Static X High Limit,Static Y Low Limit,Static Y High Limit,Static Z Low Limit,Static Z High Limit,Measured Primary Axis Low Limit,Measured Primary Axis High Limit,Measured Secondary Axis Low Limit,Measured Secondary Axis High Limit,Following Error Primary Axis Limit,Following Error Secondary Axis Limit
324,-2814,2502,-938,2814,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
325,-2261,2261,0,0,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
326,-3440,3659,-2189,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
327,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
328,-2189,3440,-1251,1876,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
329,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
330,-3127,2814,-938,3127,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
331,-2261,2261,0,0,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
332,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
333,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
334,-1563,3659,-3440,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
335,-2189,3440,-1251,1876,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
336,-2261,2261,0,0,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
337,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
338,-2814,2502,-625,3127,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
339,-2261,2261,0,0,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
340,-2261,2261,0,0,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
341,-2261,2261,0,0,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
342,-2261,2261,0,0,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
343,-1330,1330,0,0,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
407,-2261,2261,0,0,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
408,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
409,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
410,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
411,-1563,3659,-3440,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
412,-2189,3440,-1251,1876,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
414,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
415,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
416,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
417,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
418,-2814,2502,-938,3127,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
419,-1330,1330,0,0,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
420,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
421,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
422,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
423,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
424,-2814,2502,-938,2814,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
425,-2261,2261,0,0,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
427,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
428,-2189,3440,-1251,1876,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
429,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
430,-3127,2814,-938,3127,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
431,-2261,2261,0,0,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
432,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
433,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
434,-1563,3659,-3440,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
435,-2189,3440,-1251,1876,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
436,-2261,2261,0,0,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
437,-3127,3659,-1563,3659,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
438,-2814,2502,-625,3127,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
439,-2261,2261,0,0,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
440,-2261,2261,0,0,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
441,-2261,2261,0,0,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
442,-2261,2261,0,0,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
443,-1330,1330,0,0,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-600,600,-400,400,-150,150,-450,450,-450,450,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,-9000,9000,9000,9000
