Nozzle, Nozzle type (SUPER_SHORT|BLOCKED|OFFSET|INSTALLED|COVERED), Orifice diameter
D7, INSTALLED,1
D8, INSTALLED,1
D9, INSTALLED,1
D10, BLOCKED,1
D11, OFFSET,1
D12, INSTALLED,1
D13, INSTALLED,1
D14, INSTALLED,1
D15, INSTALLED,1
D16, INSTALLED,1
D17, INSTALLED,1
D18, INSTALLED,1
D19, INSTALLED,1
D20, INSTALLED,0.5
D21, INSTALLED,0.5
D22, INSTALLED,0.5
D23, INSTALLED,0.5
D24, INSTALLED,0.5
D25, INSTALLED,1
D26, INSTALLED,1
D27, INSTALLED,1
D28, INSTALLED,1
D29, INSTALLED,1
D30, INSTALLED,1
D31, INSTALLED,1
D32, INSTALLED,1
D33, INSTALLED,1
D34, SUPER_SHORT,0
D35, SUPER_SHORT,0
D36, OFFSET,1
D37, INSTALLED,1
D38, OFFSET,1
D39, INSTALLED,0.5
D40, INSTALLED,0.5
D41, INSTALLED,1
D42, INSTALLED,0.5
D43, INSTALLED,0.5
D44, INSTALLED,1
D45, INSTALLED,1
D46, INSTALLED,1
D47, INSTALLED,1
D48, INSTALLED,1
D49, INSTALLED,1
D50, INSTALLED,1
D51, INSTALLED,1
D52, INSTALLED,1
D53, INSTALLED,1
D54, INSTALLED,1
D55, INSTALLED,1
D56, OFFSET,1
D57, OFFSET,1
D58, SUPER_SHORT,0
D59, OFFSET,1
D60, INSTALLED,1
D61, INSTALLED,0.5
D62, INSTALLED,0.5
D63, INSTALLED,1
D64, SUPER_SHORT,0
D65, SUPER_SHORT,0
D66, OFFSET,1
D67, INSTALLED,1
D68, INSTALLED,1
D69, INSTALLED,1
D70, SUPER_SHORT,0
D71, SUPER_SHORT,0
D72, OFFSET,1
D73, INSTALLED,1
D74, INSTALLED,1
D75, INSTALLED,1
D76, INSTALLED,1
D77, INSTALLED,1
D78, INSTALLED,0.5
D79, INSTALLED,1
D80, INSTALLED,0.5
D81, INSTALLED,0.5
D82, INSTALLED,1
D83, INSTALLED,1
D84, INSTALLED,1
D85, INSTALLED,1
D86, INSTALLED,1
D87, INSTALLED,1
D88, INSTALLED,1
D89, INSTALLED,1
D90, INSTALLED,1
D91, INSTALLED,1
D92, INSTALLED,1
D93, INSTALLED,1
D94, INSTALLED,1
D95, INSTALLED,1
D96, INSTALLED,1
D97, INSTALLED,0.5
D98, INSTALLED,0.5
D99, SUPER_SHORT,0
D100, SUPER_SHORT,0
D101, OFFSET,1
D102, INSTALLED,1
D103, INSTALLED,1
D104, INSTALLED,1
D105, SUPER_SHORT,0
D106, SUPER_SHORT,0
D107, OFFSET,1
D108, INSTALLED,1
D109, INSTALLED,1
D110, INSTALLED,1
D111, SUPER_SHORT,0
D112, SUPER_SHORT,0
D113, SUPER_SHORT,0
D114, INSTALLED,0.5
D115, INSTALLED,0.5
D116, INSTALLED,1
D117, INSTALLED,1
D118, INSTALLED,1
D119, INSTALLED,1
D120, INSTALLED,1
D121, INSTALLED,1
D122, INSTALLED,1
D123, INSTALLED,1
D124, INSTALLED,1
D125, INSTALLED,1
D126, INSTALLED,1
D127, INSTALLED,1
D128, INSTALLED,1
D129, INSTALLED,1
D130, SUPER_SHORT,0
D131, OFFSET,1
D132, INSTALLED,1
D133, INSTALLED,1
D134, INSTALLED,1
D135, SUPER_SHORT,0
D136, SUPER_SHORT,0
D137, OFFSET,1
D138, INSTALLED,1
D139, INSTALLED,1
D140, INSTALLED,1
D141, SUPER_SHORT,0
D142, SUPER_SHORT,0
D143, OFFSET,1
D144, INSTALLED,1
D145, INSTALLED,1
D146, INSTALLED,1
D147, OFFSET,1
D148, INSTALLED,1
D149, INSTALLED,1
D150, INSTALLED,1
D151, INSTALLED,1
D152, INSTALLED,1
D153, INSTALLED,1
D154, INSTALLED,1
D155, INSTALLED,1
D156, INSTALLED,1
D157, INSTALLED,1
D158, INSTALLED,1
D159, INSTALLED,1
D160, INSTALLED,1
D161, INSTALLED,1
D162, INSTALLED,1
D163, INSTALLED,1
D164, SUPER_SHORT,0
D165, SUPER_SHORT,0
D166, OFFSET,1
D167, INSTALLED,1
D168, INSTALLED,1
D169, INSTALLED,1
D170, SUPER_SHORT,0
D171, SUPER_SHORT,0
D172, INSTALLED,1
D173, INSTALLED,1
D174, INSTALLED,1
D175, OFFSET,1
D176, OFFSET,1
D177, OFFSET,1
D178, OFFSET,1
D179, INSTALLED,1
D180, INSTALLED,1
D181, INSTALLED,1
D182, INSTALLED,1
D183, INSTALLED,1
D184, INSTALLED,1
D185, OFFSET,1
D186, OFFSET,1
D187, SUPER_SHORT,0
D188, INSTALLED,1
D189, INSTALLED,1
D190, INSTALLED,1
D191, INSTALLED,1
D192, OFFSET,1
D193, INSTALLED,1
D194, INSTALLED,1
D195, SUPER_SHORT,0
D196, SUPER_SHORT,0
D197, OFFSET,1
D198, INSTALLED,1
D199, INSTALLED,1
D200, INSTALLED,1
D201, SUPER_SHORT,0
D202, SUPER_SHORT,0
D203, SUPER_SHORT,0
D204, INSTALLED,1
D205, INSTALLED,1
D206, INSTALLED,1
D207, INSTALLED,1
D208, INSTALLED,1
D209, INSTALLED,1
D210, INSTALLED,1
D211, INSTALLED,1
D212, INSTALLED,1
D213, INSTALLED,1
D214, INSTALLED,1
D215, INSTALLED,1
D216, OFFSET,1
D217, OFFSET,1
D218, OFFSET,1
D219, INSTALLED,1
D220, INSTALLED,1
D221, INSTALLED,1
D222, SUPER_SHORT,0
D223, SUPER_SHORT,0
D224, OFFSET,1
D225, INSTALLED,1
D226, INSTALLED,1
D227, INSTALLED,1
D228, OFFSET,1
D229, INSTALLED,1
D230, INSTALLED,1
D231, INSTALLED,1
D232, INSTALLED,1
D233, INSTALLED,1
D234, INSTALLED,1
D235, INSTALLED,1
D236, INSTALLED,1
D237, INSTALLED,1
D238, INSTALLED,1
D239, SUPER_SHORT,0
D240, SUPER_SHORT,0
D241, OFFSET,1
D242, INSTALLED,1
D243, INSTALLED,1
D244, INSTALLED,1
D245, SUPER_SHORT,0
D246, INSTALLED,1
D247, INSTALLED,1
D248, INSTALLED,1
D249, INSTALLED,1
D250, INSTALLED,1
D251, INSTALLED,1
D252, INSTALLED,1
D253, INSTALLED,1
D254, SUPER_SHORT,0
D255, INSTALLED,1
D256, INSTALLED,1
D257, INSTALLED,1
D258, SUPER_SHORT,0
D259, SUPER_SHORT,0
D260, OFFSET,1
D261, OFFSET,1
D262, INSTALLED,1
D263, INSTALLED,1
D264, INSTALLED,1
D265, INSTALLED,1
D266, INSTALLED,1
D267, INSTALLED,1
D268, OFFSET,1
D269, OFFSET,1
D270, INSTALLED,1
D271, INSTALLED,1
D272, INSTALLED,1
D273, OFFSET,1
D274, OFFSET,1
D275, OFFSET,1
E1, INSTALLED,0.5
E2, INSTALLED,0.5
E3, INSTALLED,0.5
E4, INSTALLED,0.5
E5, SUPER_SHORT,0
E6, INSTALLED,1
E7, INSTALLED,1
E8, INSTALLED,1
E9, INSTALLED,1
E10, INSTALLED,1
E11, SUPER_SHORT,0
E12, INSTALLED,1
E13, INSTALLED,1
E14, INSTALLED,1
E15, INSTALLED,1
E16, INSTALLED,1
E17, SUPER_SHORT,0
E18, INSTALLED,1
E19, INSTALLED,1
E20, INSTALLED,0.5
E21, INSTALLED,0.5
E22, INSTALLED,0.5
E23, SUPER_SHORT,0
E24, INSTALLED,0.5
E25, INSTALLED,1
E26, INSTALLED,1
E27, OFFSET,1
E28, INSTALLED,1
E29, SUPER_SHORT,0
E30, INSTALLED,1
E31, INSTALLED,1
E32, INSTALLED,1
E33, OFFSET,1
E34, INSTALLED,1
E35, SUPER_SHORT,0
E36, INSTALLED,1
E37, INSTALLED,1
E38, INSTALLED,1
E39, INSTALLED,1
E40, OFFSET,1
E41, INSTALLED,0.5
E42, INSTALLED,0.5
E43, INSTALLED,0.5
E44, INSTALLED,1
E45, INSTALLED,1
E46, SUPER_SHORT,0
E47, INSTALLED,1
E48, INSTALLED,1
E49, BLOCKED,1
E50, INSTALLED,1
E51, INSTALLED,1
E52, SUPER_SHORT,0
E53, INSTALLED,1
E54, INSTALLED,1
E55, INSTALLED,1
E56, INSTALLED,1
E57, OFFSET,1
E58, INSTALLED,0.5
E59, OFFSET,1
E60, INSTALLED,0.5
E61, INSTALLED,0.5
E62, INSTALLED,1
E63, OFFSET,1
E64, INSTALLED,1
E65, SUPER_SHORT,0
E66, INSTALLED,1
E67, INSTALLED,1
E68, INSTALLED,1
E69, SUPER_SHORT,0
E70, INSTALLED,1
E71, SUPER_SHORT,0
E72, INSTALLED,1
E73, INSTALLED,1
E74, INSTALLED,1
E75, OFFSET,1
E76, OFFSET,1
E77, OFFSET,1
E78, INSTALLED,0.5
E79, INSTALLED,0.5
E80, INSTALLED,0.5
E81, INSTALLED,1
E82, SUPER_SHORT,0
E83, INSTALLED,1
E84, INSTALLED,1
E85, INSTALLED,1
E86, INSTALLED,1
E87, INSTALLED,1
E88, SUPER_SHORT,0
E89, INSTALLED,1
E90, INSTALLED,1
E91, INSTALLED,1
E92, INSTALLED,1
E93, INSTALLED,1
E94, SUPER_SHORT,0
E95, INSTALLED,1
E96, INSTALLED,1
E97, INSTALLED,1
E98, OFFSET,1
E99, INSTALLED,0.5
E100, SUPER_SHORT,0
E101, INSTALLED,1
E102, INSTALLED,1
E103, INSTALLED,1
E104, SUPER_SHORT,0
E105, INSTALLED,1
E106, SUPER_SHORT,0
E107, INSTALLED,1
E108, INSTALLED,1
E109, INSTALLED,1
E110, SUPER_SHORT,0
E111, INSTALLED,1
E112, OFFSET,1
E113, INSTALLED,1
E114, SUPER_SHORT,0
E115, INSTALLED,0.5
E116, INSTALLED,1
E117, INSTALLED,1
E118, INSTALLED,1
E119, INSTALLED,1
E120, SUPER_SHORT,0
E121, INSTALLED,1
E122, INSTALLED,1
E123, INSTALLED,1
E124, INSTALLED,1
E125, INSTALLED,1
E126, SUPER_SHORT,0
E127, INSTALLED,1
E128, INSTALLED,1
E129, INSTALLED,1
E130, OFFSET,1
E131, INSTALLED,0.5
E132, INSTALLED,1
E133, INSTALLED,1
E134, OFFSET,1
E135, INSTALLED,1
E136, SUPER_SHORT,0
E137, INSTALLED,1
E138, INSTALLED,1
E139, INSTALLED,1
E140, OFFSET,1
E141, INSTALLED,1
E142, SUPER_SHORT,0
E143, INSTALLED,1
E144, INSTALLED,1
E145, INSTALLED,1
E146, INSTALLED,1
E147, OFFSET,1
E148, INSTALLED,1
E149, INSTALLED,1
E150, SUPER_SHORT,0
E151, INSTALLED,1
E152, INSTALLED,1
E153, INSTALLED,1
E154, INSTALLED,1
E155, INSTALLED,1
E156, SUPER_SHORT,0
E157, OFFSET,1
E158, INSTALLED,1
E159, INSTALLED,1
E160, INSTALLED,1
E161, INSTALLED,1
E162, SUPER_SHORT,0
E163, INSTALLED,1
E164, INSTALLED,1
E165, SUPER_SHORT,0
E166, INSTALLED,1
E167, INSTALLED,1
E168, INSTALLED,1
E169, SUPER_SHORT,0
E170, INSTALLED,1
E171, OFFSET,1
E172, INSTALLED,1
E173, OFFSET,1
E174, INSTALLED,1
E175, OFFSET,1
E176, INSTALLED,1
E177, INSTALLED,1
E178, INSTALLED,1
E179, INSTALLED,1
E180, INSTALLED,1
E181, INSTALLED,1
E182, INSTALLED,1
E183, SUPER_SHORT,0
E184, INSTALLED,1
E185, INSTALLED,1
E186, INSTALLED,1
E187, INSTALLED,1
E188, INSTALLED,1
E189, OFFSET,1
E190, INSTALLED,1
E191, INSTALLED,1
E192, INSTALLED,1
E193, INSTALLED,1
E194, OFFSET,1
E195, INSTALLED,1
E196, SUPER_SHORT,0
E197, INSTALLED,1
E198, INSTALLED,1
E199, INSTALLED,1
E200, INSTALLED,1
E201, INSTALLED,1
E202, OFFSET,1
E203, INSTALLED,1
E204, SUPER_SHORT,0
E205, INSTALLED,1
E206, SUPER_SHORT,0
E207, INSTALLED,1
E208, INSTALLED,1
E209, INSTALLED,1
E210, INSTALLED,1
E211, INSTALLED,1
E212, SUPER_SHORT,0
E213, INSTALLED,1
E214, INSTALLED,1
E215, INSTALLED,1
E216, OFFSET,1
E217, OFFSET,1
E218, INSTALLED,1
E219, INSTALLED,1
E220, INSTALLED,1
E221, OFFSET,1
E222, INSTALLED,1
E223, SUPER_SHORT,0
E224, INSTALLED,1
E225, INSTALLED,1
E226, INSTALLED,1
E227, INSTALLED,1
E228, INSTALLED,1
E229, INSTALLED,1
E230, INSTALLED,1
E231, SUPER_SHORT,0
E232, INSTALLED,1
E233, OFFSET,1
E234, INSTALLED,1
E235, INSTALLED,1
E236, INSTALLED,1
E237, INSTALLED,1
E238, INSTALLED,1
E239, INSTALLED,1
E240, SUPER_SHORT,0
E241, INSTALLED,1
E242, INSTALLED,1
E243, INSTALLED,1
E244, OFFSET,1
E245, INSTALLED,1
E246, SUPER_SHORT,0
E247, INSTALLED,1
E248, INSTALLED,1
E249, INSTALLED,1
E250, INSTALLED,1
E251, INSTALLED,1
E252, SUPER_SHORT,0
E253, INSTALLED,1
E254, INSTALLED,1
E255, INSTALLED,1
E256, INSTALLED,1
E257, OFFSET,1
E258, INSTALLED,1
E259, OFFSET,1
E260, INSTALLED,1
E261, OFFSET,1
E262, OFFSET,1
E263, SUPER_SHORT,0
E264, INSTALLED,1
E265, INSTALLED,1
E266, OFFSET,1
E267, INSTALLED,1
E268, INSTALLED,1
E269, INSTALLED,1
E270, INSTALLED,1
E271, OFFSET,1
E272, OFFSET,1
E273, INSTALLED,1
E274, INSTALLED,1
E275, INSTALLED,1
F1, INSTALLED,0.5
F2, INSTALLED,0.5
F3, INSTALLED,0.5
F4, INSTALLED,0.5
F5, SUPER_SHORT,0
F6, INSTALLED,0.5
F7, OFFSET,1
F8, INSTALLED,1
F9, INSTALLED,1
F10, INSTALLED,1
F11, SUPER_SHORT,0
F12, INSTALLED,1
F13, OFFSET,1
F14, INSTALLED,1
F15, INSTALLED,1
F16, INSTALLED,1
F17, SUPER_SHORT,0
F18, INSTALLED,1
F19, OFFSET,1
F20, OFFSET,1
F21, INSTALLED,0.5
F22, INSTALLED,0.5
F23, INSTALLED,0.5
F24, INSTALLED,1
F25, INSTALLED,1
F26, SUPER_SHORT,0
F27, INSTALLED,1
F28, INSTALLED,1
F29, INSTALLED,1
F30, INSTALLED,1
F31, INSTALLED,1
F32, SUPER_SHORT,0
F33, INSTALLED,1
F34, INSTALLED,1
F35, INSTALLED,1
F36, INSTALLED,1
F37, SUPER_SHORT,0
F38, OFFSET,1
F39, INSTALLED,0.5
F40, OFFSET,1
F41, INSTALLED,0.5
F42, OFFSET,1
F43, INSTALLED,1
F44, INSTALLED,1
F45, INSTALLED,1
F46, SUPER_SHORT,0
F47, INSTALLED,1
F48, OFFSET,1
F49, INSTALLED,1
F50, INSTALLED,1
F51, INSTALLED,1
F52, SUPER_SHORT,0
F53, INSTALLED,1
F54, OFFSET,1
F55, INSTALLED,1
F56, INSTALLED,1
F57, INSTALLED,1
F58, INSTALLED,0.5
F59, INSTALLED,0.5
F60, INSTALLED,1
F61, INSTALLED,1
F62, SUPER_SHORT,0
F63, INSTALLED,1
F64, INSTALLED,1
F65, INSTALLED,1
F66, INSTALLED,1
F67, INSTALLED,1
F68, SUPER_SHORT,0
F69, INSTALLED,1
F70, INSTALLED,1
F71, INSTALLED,1
F72, INSTALLED,1
F73, INSTALLED,1
F74, SUPER_SHORT,0
F75, INSTALLED,1
F76, INSTALLED,1
F77, INSTALLED,1
F78, INSTALLED,0.5
F79, INSTALLED,1
F80, INSTALLED,1
F81, INSTALLED,0.5
F82, SUPER_SHORT,0
F83, INSTALLED,1
F84, OFFSET,1
F85, INSTALLED,1
F86, INSTALLED,1
F87, INSTALLED,1
F88, SUPER_SHORT,0
F89, INSTALLED,1
F90, OFFSET,1
F91, INSTALLED,1
F92, INSTALLED,1
F93, INSTALLED,1
F94, SUPER_SHORT,0
F95, INSTALLED,1
F96, OFFSET,1
F97, INSTALLED,0.5
F98, INSTALLED,0.5
F99, INSTALLED,0.5
F100, INSTALLED,0.5
F101, INSTALLED,1
F102, INSTALLED,1
F103, SUPER_SHORT,0
F104, INSTALLED,1
F105, INSTALLED,1
F106, INSTALLED,1
F107, INSTALLED,1
F108, INSTALLED,1
F109, SUPER_SHORT,0
F110, INSTALLED,1
F111, INSTALLED,1
F112, INSTALLED,1
F113, OFFSET,1
F114, INSTALLED,0.5
F115, INSTALLED,0.5
F116, OFFSET,1
F117, INSTALLED,1
F118, INSTALLED,1
F119, INSTALLED,1
F120, SUPER_SHORT,0
F121, INSTALLED,1
F122, INSTALLED,1
F123, INSTALLED,1
F124, INSTALLED,1
F125, INSTALLED,1
F126, SUPER_SHORT,0
F127, INSTALLED,1
F128, INSTALLED,1
F129, INSTALLED,1
F130, OFFSET,1
F131, INSTALLED,0.5
F132, INSTALLED,1
F133, SUPER_SHORT,0
F134, INSTALLED,1
F135, INSTALLED,1
F136, INSTALLED,1
F137, INSTALLED,1
F138, INSTALLED,1
F139, SUPER_SHORT,0
F140, OFFSET,1
F141, INSTALLED,1
F142, INSTALLED,1
F143, INSTALLED,1
F144, INSTALLED,1
F145, SUPER_SHORT,0
F146, OFFSET,1
F147, INSTALLED,1
F148, INSTALLED,1
F149, INSTALLED,1
F150, SUPER_SHORT,0
F151, INSTALLED,1
F152, OFFSET,1
F153, INSTALLED,1
F154, INSTALLED,1
F155, INSTALLED,1
F156, SUPER_SHORT,0
F157, INSTALLED,1
F158, INSTALLED,1
F159, INSTALLED,1
F160, INSTALLED,1
F161, INSTALLED,1
F162, INSTALLED,1
F163, INSTALLED,1
F164, INSTALLED,1
F165, INSTALLED,1
F166, INSTALLED,1
F167, INSTALLED,1
F168, SUPER_SHORT,0
F169, INSTALLED,1
F170, INSTALLED,1
F171, INSTALLED,1
F172, INSTALLED,1
F173, INSTALLED,1
F174, OFFSET,1
F175, INSTALLED,1
F176, INSTALLED,1
F177, INSTALLED,1
F178, INSTALLED,1
F179, INSTALLED,1
F180, INSTALLED,1
F181, INSTALLED,1
F182, INSTALLED,1
F183, SUPER_SHORT,0
F184, INSTALLED,1
F185, OFFSET,1
F186, OFFSET,1
F187, OFFSET,1
F188, INSTALLED,1
F189, SUPER_SHORT,0
F190, INSTALLED,1
F191, INSTALLED,1
F192, INSTALLED,1
F193, INSTALLED,1
F194, INSTALLED,1
F195, INSTALLED,1
F196, INSTALLED,1
F197, INSTALLED,1
F198, INSTALLED,1
F199, SUPER_SHORT,0
F200, INSTALLED,1
F201, INSTALLED,1
F202, INSTALLED,1
F203, SUPER_SHORT,0
F204, INSTALLED,1
F205, OFFSET,1
F206, INSTALLED,1
F207, INSTALLED,1
F208, OFFSET,1
F209, INSTALLED,1
F210, INSTALLED,1
F211, INSTALLED,1
F212, SUPER_SHORT,0
F213, INSTALLED,1
F214, OFFSET,1
F215, INSTALLED,1
F216, INSTALLED,1
F217, OFFSET,1
F218, INSTALLED,1
F219, INSTALLED,1
F220, SUPER_SHORT,0
F221, INSTALLED,1
F222, INSTALLED,1
F223, INSTALLED,1
F224, INSTALLED,1
F225, INSTALLED,1
F226, OFFSET,1
F227, INSTALLED,1
F228, INSTALLED,1
F229, INSTALLED,1
F230, INSTALLED,1
F231, OFFSET,1
F232, INSTALLED,1
F233, OFFSET,1
F234, INSTALLED,1
F235, INSTALLED,1
F236, INSTALLED,1
F237, OFFSET,1
F238, OFFSET,1
F239, INSTALLED,1
F240, INSTALLED,1
F241, INSTALLED,1
F242, INSTALLED,1
F243, SUPER_SHORT,0
F244, INSTALLED,1
F245, INSTALLED,1
F246, INSTALLED,1
F247, OFFSET,1
F248, OFFSET,1
F249, INSTALLED,1
F250, INSTALLED,1
F251, INSTALLED,1
F252, OFFSET,1
F253, INSTALLED,1
F254, INSTALLED,1
F255, INSTALLED,1
F256, SUPER_SHORT,0
F257, INSTALLED,1
F258, INSTALLED,1
F259, INSTALLED,1
F260, INSTALLED,1
F261, OFFSET,1
F262, OFFSET,1
F263, SUPER_SHORT,0
F264, INSTALLED,1
F265, INSTALLED,1
F266, INSTALLED,1
F267, INSTALLED,1
F268, INSTALLED,1
F269, INSTALLED,1
F270, INSTALLED,1
F271, OFFSET,1
F272, INSTALLED,1
F273, INSTALLED,1
F274, OFFSET,1
F275, INSTALLED,1